genus	CON1	CON10	CON11	CON12	CON13	CON14	CON15	CON16	CON17	CON18	CON19	CON2	CON20	CON21	CON22	CON23	CON24	CON25	CON26	CON28	CON29	CON3	CON30	CON31	CON32	CON33	CON34	CON35	CON36	CON37	CON38	CON39	CON4	CON40	CON5	CON6	CON7	CON8	CON9	GA1	GA10	GA11	GA12	GA13	GA14	GA16	GA17	GA18	GA19	GA2	GA20	GA21	GA3	GA4	GA5	GA6	GA7	GA8	GA9	NC1	NC10	NC11	NC12	NC13	NC14	NC15	NC16	NC17	NC18	NC19	NC2	NC21	NC22	NC3	NC4	NC5	NC6	NC7	NC8	NC9	qiu_HUA1	qiu_HUA10	qiu_HUA11	qiu_HUA12	qiu_HUA13	qiu_HUA14	qiu_HUA15	qiu_HUA16	qiu_HUA17	qiu_HUA18	qiu_HUA19	qiu_HUA2	qiu_HUA20	qiu_HUA21	qiu_HUA22	qiu_HUA23	qiu_HUA24	qiu_HUA25	qiu_HUA26	qiu_HUA27	qiu_HUA28	qiu_HUA29	qiu_HUA3	qiu_HUA30	qiu_HUA31	qiu_HUA32	qiu_HUA33	qiu_HUA34	qiu_HUA35	qiu_HUA36	qiu_HUA37	qiu_HUA38	qiu_HUA39	qiu_HUA4	qiu_HUA40	qiu_HUA41	qiu_HUA42	qiu_HUA43	qiu_HUA44	qiu_HUA45	qiu_HUA46	qiu_HUA47	qiu_HUA48	qiu_HUA49	qiu_HUA5	qiu_HUA50	qiu_HUA51	qiu_HUA52	qiu_HUA53	qiu_HUA54	qiu_HUA55	qiu_HUA56	qiu_HUA57	qiu_HUA58	qiu_HUA59	qiu_HUA6	qiu_HUA60	qiu_HUA61	qiu_HUA62	qiu_HUA63	qiu_HUA64	qiu_HUA65	qiu_HUA7	qiu_HUA8	qiu_HUA9	zhang_HUA1	zhang_HUA10	zhang_HUA11	zhang_HUA12	zhang_HUA13	zhang_HUA14	zhang_HUA15	zhang_HUA16	zhang_HUA17	zhang_HUA18	zhang_HUA19	zhang_HUA2	zhang_HUA20	zhang_HUA21	zhang_HUA3	zhang_HUA4	zhang_HUA5	zhang_HUA6	zhang_HUA7	zhang_HUA8	zhang_HUA9	SRR9592437	SRR9592438	SRR9592439	SRR9592440	SRR9592441	SRR9592442	SRR9592443	SRR9592444	SRR9592445	SRR9592446	SRR9592447	SRR9592448	SRR9592449	SRR9592450	SRR9592451	SRR9592452	SRR9592453	SRR9592454	SRR9592455	SRR9592456	SRR9592457	SRR9592458	SRR9592459	SRR9592460	SRR9592461	SRR9592462	SRR9592463	SRR9592464	SRR9592465	SRR9592466	SRR9592467	SRR9592468	SRR9592469	SRR9592470	SRR9592471	SRR9592472	SRR9592473	SRR9592474	SRR9592475	SRR9592476	SRR9592477	SRR9592478	SRR9592479	SRR9592481	SRR9592482	SRR9592607	SRR9592608	SRR9592609	SRR9592610	SRR9592611	SRR9592612	SRR9592613	SRR9592614	SRR9592615	SRR9592616	SRR9595012	SRR9595013	SRR9595014	SRR9595015	SRR9595016	SRR9595017	SRR9595018	SRR9595019	SRR15462451	SRR15462452	SRR15462453	SRR15462459	SRR15462470	SRR15462481	SRR15462490	SRR15462491	SRR15462492	SRR15462493	SRR15462494	SRR15462495	SRR15462496	SRR15462497	SRR15462498	SRR15462499	SRR15462500	SRR15462501	SRR15462502	SRR15462503	SRR15462504	SRR15462505	SRR15462506	SRR15462507	SRR15462508	SRR15462509	SRR15462510	SRR15462511	SRR15462512	SRR15462513	SRR15462514	SRR15462515	SRR21068189	SRR21068190	SRR21068191	SRR21068192	SRR21068193	SRR21068194	SRR21068196	SRR21068197	SRR21068198	SRR21068199	SRR21068200	SRR21068201	SRR21068202	SRR21068203	SRR21068204	SRR21068205	SRR21068207	SRR21068208	SRR21068209	SRR21068210	SRR21068211	SRR21068212	SRR21068213	SRR21068214	SRR21068215	SRR21068216	SRR21068218	SRR21068219	SRR21068220	SRR21068221	SRR21068222	SRR21068223	SRR21068224	SRR21068225	SRR21068226	SRR21068227	SRR21068228	SRR21068229	SRR21068230	SRR21068257	SRR21068258	SRR21068259	SRR21068260	SRR21068261	SRR21068262	SRR21068263	SRR21068264	SRR21068265	SRR21068266	SRR21068268	SRR21068269	SRR21068270	SRR21068271	SRR21068272	SRR21068273	SRR21068274	SRR21068275	SRR21068276	SRR21068277	SRR21068279	SRR21068280	SRR21068281	SRR21068282	SRR21068283	SRR21068284	SRR21068285	SRR21068286	SRR21068287	SRR21068288	SRR21068312	SRR21068313	SRR21068314	SRR21068315	SRR21068316	SRR21068317	SRR21068318	SRR21068319	SRR21068322	SRR21068323	SRR21068324	SRR21068325	SRR21068326	SRR21068327	SRR21068328	SRR21068329	SRR21068330	SRR21068331	SRR21068333	SRR21068334	SRR21068335	SRR21068336	SRR21068337	SRR21068338	SRR21068339	SRR21068340	SRR21068341	SRR21068342	SRR21068344	SRR21068345	SRR21068346	SRR21068347	SRR21068348	SRR21068349	SRR21068350	SRR21068351	SRR21068352	SRR21068353
g__Phocea	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	8	0	0	0	29	0	0	0	0	0	0	0	0	0	0	12	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	18	0	0	0	0	0	0	0	18	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	8	0	71	0	0	0	0	33	5	0	1	0	231	4	0	0	0	0	0	0	49	32	0	0	0	0	26	47	42	133	134	0	20	4	0	0	0	0	0	11	0	479	6	14	0	0	0	13	28	0	0	30	5	20	0	3	0	0	0	4	0	8	19	0	0	0	9	26	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	17	0	0	0	35	0	0	0	0	0	0	0	17	13	12	0	0	0	0	0	0	0	0	0	0	5	8	0	0	0	0	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	396	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11
g__Prevotella	1338	2750	26252	14644	129	3583	13302	13302	4	1122	12868	25	61	3336	2130	16947	1570	688	61	3097	0	6231	9700	322	322	260	930	113634	1307	17	0	348	1463	16543	17	23918	1727	197	138	33	0	0	4946	0	17	2672	72	9862	0	0	59	12307	106	9862	435	0	3690	0	9862	5150	22407	9862	0	0	11	153	13302	0	2706	11	83	1307	809	4112	3655	407	8436	12715	565	2216	15537	1236	2627	634	23	55	55	20134	7102	17	9862	20453	0	2	100414	111	104	52	14	75	102	183097	102	247	149177	114401	140	43	9	10	52	23	44	20	34	11	63848	37	111	213351	72	31	81	73	10	111	17	18	64	63	39	128798	15	205210	14	88	72	15	18644	100	152264	94	22	0	107741	41	94	42791	2304	47	100953	208739	15	11	10	68	19	27533	509	25	229	25	13302	44	27	2247	12868	0	7389	0	3336	7838	4984	30068	0	0	0	3223	14173	15832	65	12098	9056	3643	6790	0	27	12715	1049	4044	4032	12516	3823	3109	7389	3391	0	433	0	0	10807	0	5087	779	3477	13524	0	17	0	8113	3796	2135	9862	1463	17	1137	12560	59	1836	4484	1960	1183	2639	9248	398	678	2442	9491	252	322	18620	2834	31	193	12456	14644	0	6919	1699	4473	13	9	0	1547	0	3750	0	129	0	19549	14331	22312	12196	15705	131	148	10422	84	848	0	0	484	73	750	1816	383	73	73	2442	8202	758	1442	12880	15832	73	2442	11767	10071	2777	1743	18620	906	18620	2515	73	343	11650	1960	1697	448	30068	2834	3336	1314	1154	2103	1049	1206	678	1206	73	18620	73	1372	73	73	30068	73	413	73	73	73	73	73	73	73	73	3336	20930	20	497	20	20	20	20	20	20	17174	20	20	27533	20	20	1432	22312	20	20	12400	7157	20	20	20	20	20	20	20	10422	12196	332	14810	14531	22312	3061	20	7575	4560	14331	3734	12814	14331	7005	7607	100953	20	9066	20	13278	11309
g__Proteus	0	0	104	0	0	0	0	0	0	1	0	0	0	0	1986	2	0	0	0	0	8	0	0	0	0	0	39	0	0	11	0	0	0	0	0	0	0	0	13	0	0	2	0	0	2	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	4	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	30	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pyramidobacter	16	0	0	0	0	0	0	0	0	0	28	0	0	0	0	28	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	33	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	9	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	30	384	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	23	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__RF39	0	0	0	0	0	0	0	0	0	0	1848	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	27	0	0	0	20	0	0	0	0	0	0	0	0	1551	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	0	703	0	0	0	0	0	0	275	0	0	0	0	451	0	0	0	0	0	0	0	0	102	0	0	28	98	0	0	0	0	1302	0	0	0	0	0	1693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	1008	0	0	0	0	0	0	24	0	41	0	192	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	7	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	1364	456	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	1204	0	0	0	0	0	0	0	0	1551	0	0	0	0	0	0	0	0	0	0	0	507	0	0	0	0	275	0	0	167	0	0	0	0	0	0	0	0
g__Roseburia	0	0	129	7187	0	0	0	7	54	678	2268	449	22	1097	67	34	3267	0	0	0	1854	265	16586	315	488	0	2627	0	4121	27	0	0	1836	135	2438	663	1916	1209	1294	0	149	0	1355	98	0	663	0	185	2063	0	5904	1346	1294	653	18	60	90	0	1355	0	127	137	278	1524	0	6648	487	124	0	58	4007	87	0	0	183	1180	26	0	68	912	0	663	1859	1836	22	663	4266	446	0	192	3872	0	1294	0	0	6063	7655	7511	2838	16	0	478	12	0	1288	332	13852	112	4833	0	0	379	0	7103	2558	3958	5194	229	0	1157	0	377	904	6574	1223	1791	8493	9923	6737	2079	669	25895	320	2045	12995	8685	0	1548	2325	1418	96	12	674	799	110	11782	7022	4658	17	14374	1257	2522	0	0	921	12	2553	345	1429	0	2668	14120	7083	0	0	1212	720	1832	334	3909	485	0	3124	574	0	0	0	0	23	0	0	68	127	170	99	442	76	262	0	0	0	0	25	11	74	0	0	446	95	1294	1916	1836	55	0	0	2627	182	0	663	0	128	0	27	138	278	83	0	1355	61	21	306	334	0	420	0	0	2359	43	0	1451	142	104	266	0	452	1333	0	0	859	291	80	0	0	59	2169	238	15	1128	392	309	714	115	308	329	362	878	421	1037	1598	42	166	1797	0	0	3106	131	3799	1293	1207	0	488	73	4802	3321	173	9	442	5874	7740	680	14316	436	1568	0	790	0	8794	58	11346	0	20	0	567	241	553	18656	0	104	0	2202	0	0	7038	452	0	0	1029	97	241	326	0	0	1685	6162	48	127	859	5471	688	0	464	0	0	322	110	1229	114	6488	12	0	3474	394	4405	0	421	156	370	2838	669	771	972	2430	103	12	269	0	2139	345	84	614	1488	110	0	420	17	0	142	0	187	1588	14	80	11593	40	0	0	380	1868
g__Ruminococcus	292	0	93	2522	6	0	2234	3580	0	2637	479	826	0	0	0	24	0	0	0	0	0	548	9	0	1005	0	106	106	0	0	0	0	25	4	140	16	105	12992	0	0	0	0	177	50	0	0	0	0	65	0	0	212	0	0	0	0	392	0	32	0	746	106	0	117	0	0	4775	0	0	0	0	32	0	64	697	17	0	0	0	0	0	176	748	0	7622	3	0	106	953	218	70	106	0	0	0	471	918	1033	19	0	581	1025	0	0	1001	147	9192	487	762	0	0	0	0	191	140	511	0	0	0	168	0	2915	79	592	386	0	6930	5897	17	0	0	0	0	123	3259	0	0	0	1506	3077	25	4665	0	0	0	2294	0	2441	0	0	2884	10341	0	0	0	0	447	791	0	0	8	1228	2771	0	2529	1926	119	0	519	925	0	29	0	135	0	0	0	7	0	0	0	0	55	39	26	0	0	7	0	0	0	0	0	0	0	76	0	756	776	0	212	0	0	0	0	25	0	0	0	0	0	106	756	0	4	0	0	963	4	25	17	0	12	247	0	4	0	372	0	0	0	918	0	0	66	20	0	0	386	102	0	0	0	47	539	585	0	0	102	0	182	226	62	0	583	380	205	70	164	0	342	96	0	377	920	119	776	910	2375	0	67	411	0	1658	135	0	0	27	1	0	388	10	2525	27	7	5616	579	0	326	0	105	11232	39	1	1228	0	0	40	0	50	104	0	2771	17	0	0	247	0	0	3580	0	0	135	17	2624	103	0	0	0	0	583	0	0	888	0	605	0	1927	692	0	101	0	0	0	12	2773	0	0	0	0	0	5309	0	0	5	0	0	305	32	0	981	416	0	500	0	0	0	0	0	1078	0	0	0	170	20	0	60	0
g__Sellimonas	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	10	3	0	0	0	0	0	0	0	0	18	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	12	13	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	149	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	194	63	85	71	0	0	0	0	707	0	0	45	0	0	34	0	158	0	0	0	59	0	0	20	0	213	0	0	0	0	0	295	0	147	0	152	0	0	0	138	0	0	508	0	0	0	147	0	0	60	0	0	0	7	0	0	0	581	23	0	6	104	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Senegalimassilia	0	0	3	0	0	0	61	114	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	49	0	0	0	125	0	0	0	0	0	25	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	25	32	0	0	13	0	0	16	0	0	0	0	0	0	0	0	0	0	0	78	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	38	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	86	0	170	33	0	0	0	0	0	0	0	0	19	0	0	64	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	27	0	0	0	10	0	0	0
g__Slackia	0	0	36	0	0	0	0	0	0	0	0	0	0	29	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	6	0	0	0	0	0	73	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	0	0	0	8	0	0	0	35	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	45	0	0	0	14	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	208	0	46	0	0	0	0	0	10	0	0	0	0	0	3	0	0	32	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	6
g__Solobacterium	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	3	16	0	8	3	41	0	0	54	0	0	1	0	17	0	0	0	0	0	7	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	37	0	0	0	10	0	0	0	6	0	0	5	0	10	0	0	0	3	0	0	0	0	10	0	3	0	0	0	0	0	0	0	6	0	4	21	0	0	7	0	12	3	0	7	6	0	4	7	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	13	0	0	0	3	0	0	9	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	21	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	14	0	0	11	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	7	0	0	3	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	3	0	0	0	0	0	0	18	9	0	0	0	0	0	5	0	2	0	0	18	0	0	0	0	0	0	7	0	0	8	0	7	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	82	0	0	0	0	0	0	7	2	0	0	0	0	6	0	0	0	0	10	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	13	0	0	12	0	12	0	0	0	0	0	0	0	7	0	0	0
g__Streptococcus	0	395	123	210	1632	89	145	252	16	805	0	486	698	1152	2049	40	89	1442	248	0	1570	0	114	4287	38	6240	116	51	1164	8048	15093	535	663	61	243	1597	7670	3933	267	0	535	661	0	113	970	11159	535	890	1833	7099	439	29	0	0	535	76	0	5143	6538	830	267	90	0	2335	280	4258	119	1159	437	180	0	75	222	38	53	329	16231	320	0	1706	0	901	79	0	184	1133	390	840	1844	2707	9199	116	29	5094	0	2651	20772	1012	10507	4632	3530	275	8725	1238	614	1990	761	1454	2952	319	5284	1505	30619	158	480	4451	2329	2483	292	1042	1677	458	1605	452	240	3504	1986	3378	191	1787	567	4808	695	2658	2448	1627	2483	104	2014	657	826	351	116	303	453	1022	608	551	1761	3202	468	630	111	1664	149	141	29050	657	368	172	334	188	252	8981	294	2140	0	0	40	0	444	0	1721	73	47	0	0	97	3970	2139	704	342	3609	0	0	835	76	0	1585	257	4459	879	166	166	21	21	21045	50	1558	1164	25	0	267	8048	6538	47	425	113	845	132	31	663	55	74	278	2707	79	535	1897	199	41	37	674	221	1288	116	128	100	1257	14	0	114	70	153	11	291	95	0	113	243	164	490	1822	152	1381	369	773	1061	0	65	71	0	14	42	0	56	43	39	215	0	0	0	4652	1585	2285	69	1282	3609	128	1721	179	2508	1600	254	21045	1134	28	441	2664	2004	0	308	113	460	1261	308	3970	813	813	0	142	574	271	251	343	1527	444	69	1064	2083	1245	18666	416	320	0	0	217	8981	404	308	0	674	69	1405	1721	0	674	0	0	187	781	0	134	1211	120	2471	148	2683	1725	104	535	0	0	0	141	23	20246	47	112	208	83	8153	65	40	153	993	65	281	652	2471	257	208	170	1899	303	5900	372	87	404	15	1469	242	47	327	3405	141	14	450
g__Subdoligranulum	6281	168	405	1669	0	0	150	112	55	0	2180	494	0	186	0	648	0	10444	10	1521	0	1903	3215	0	4013	0	277	228	0	21	0	17	949	394	265	17	168	710	2490	0	33	0	811	17	0	627	334	10	955	262	0	83	36	20	15	0	724	0	17	25	0	496	0	203	1012	0	170	2	0	0	0	364	0	503	291	17	0	0	47	9	0	948	2490	0	675	373	34	724	131	771	33	944	955	0	22	2191	3959	6490	3049	0	5	1108	0	7	1563	1195	1284	0	2437	0	0	4089	0	3362	11	5609	1419	4250	0	800	0	679	1903	2219	117	1082	2183	3631	1064	2340	6	4243	2449	1361	10139	12	0	0	5238	5752	117	3524	0	588	57	7489	250	2101	665	1174	2878	405	0	0	0	6	7270	1019	2301	0	150	11542	1669	30	1622	4013	378	100	447	320	0	179	0	0	0	0	0	0	40	9	0	34	236	0	0	0	0	49	150	0	25	365	0	0	0	15	0	373	1252	335	475	89	33	38	17	939	760	0	607	0	21	10	724	0	262	0	0	955	0	9	0	112	0	1250	0	0	207	496	11	0	55	4013	27	7935	52	193	0	164	491	190	21	0	0	221	203	247	0	0	0	200	754	191	269	160	1168	531	789	376	673	0	1740	0	300	0	236	1472	2067	1281	179	7476	10361	2350	454	3215	7	50	0	412	496	353	0	1251	78	0	0	11542	3913	0	1169	179	0	3656	4013	4542	4013	1817	0	207	10	488	0	137	0	150	112	373	55	710	0	542	0	0	0	37	1622	0	28	353	5	0	1085	0	0	1639	0	160	0	0	117	6750	430	962	285	0	0	0	0	12	560	1171	756	0	4644	0	669	254	2112	1240	0	0	57	405	57	6121	3258	0	0	0	203	6	191	2207	0	676	2425	57	3	37
g__Sutterella	0	219	0	209	2376	189	189	172	116	1530	232	217	0	100	408	1003	0	0	0	1003	0	277	0	8	0	0	0	104	0	97	30	96	68	74	30	0	4	0	68	0	347	0	0	0	0	21	1	0	0	30	0	0	30	4	0	0	4	30	27	94	94	30	30	265	0	1003	0	189	0	0	1530	91	8	0	208	0	67	217	28	1	0	0	0	17	347	89	0	96	29	0	0	63	26	30	95	0	0	0	304	2142	0	1096	0	16495	5134	4196	1687	0	982	588	0	14	13175	4662	3	0	1982	3269	1141	3454	10281	10869	13600	16314	648	872	0	1745	4424	7059	5077	1976	0	3216	734	3	5	0	3088	0	0	0	4776	10198	6554	2346	852	0	4338	4970	2137	602	55	0	1460	0	515	0	180	0	10	1530	133	33	2376	126	164	0	61	106	277	0	97	0	0	0	0	35	0	23	73	0	70	17	0	0	0	0	212	95	2	0	42	0	18	6	0	61	189	97	347	0	0	0	0	0	4	0	0	0	85	30	68	38	0	94	104	87	0	199	158	66	43	0	0	195	354	237	499	0	2	18	0	0	685	1003	24	1757	219	266	0	289	1396	165	0	491	690	0	2299	0	825	478	8	0	0	0	0	881	811	0	0	75	75	2376	75	75	75	75	75	75	1003	75	75	1530	1530	75	75	2376	75	1003	75	75	75	1003	75	75	75	2066	75	75	75	75	75	75	659	1530	75	75	75	75	75	75	75	75	75	75	1644	75	75	75	75	75	75	75	75	75	75	75	628	628	628	628	628	628	628	628	628	628	628	628	5106	628	628	628	628	628	628	628	628	628	628	628	628	628	628	628	628	5024	628	628	628	4662	628	4381	4873	628	628	628	628	628	4719	628	628	628	628	628	4381	628
